BaselineCommit,Source,Line,MissedInstructions,CoveredInstructionsOnLine,Disposition,Risk,Rationale
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,107,1,0,new-subprocess,high,"IISDiscoverySafety.Tests.ps1 FtpMetadata cases: missing/invalid ID, absent configuration, missing format/rollover; failed FTP result stays separate from valid web preview and dependency state is restored."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,108,2,0,new-subprocess,high,"IISDiscoverySafety.Tests.ps1 FtpMetadata cases: missing/invalid ID, absent configuration, missing format/rollover; failed FTP result stays separate from valid web preview and dependency state is restored."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,110,1,0,new-subprocess,high,"IISDiscoverySafety.Tests.ps1 FtpMetadata cases: missing/invalid ID, absent configuration, missing format/rollover; failed FTP result stays separate from valid web preview and dependency state is restored."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,111,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,112,3,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,113,1,0,new-subprocess,high,"IISDiscoverySafety.Tests.ps1 FtpMetadata cases: missing/invalid ID, absent configuration, missing format/rollover; failed FTP result stays separate from valid web preview and dependency state is restored."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,114,2,0,new-subprocess,high,"IISDiscoverySafety.Tests.ps1 FtpMetadata cases: missing/invalid ID, absent configuration, missing format/rollover; failed FTP result stays separate from valid web preview and dependency state is restored."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,116,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,118,1,0,new-subprocess,high,"IISDiscoverySafety.Tests.ps1 FtpMetadata cases: missing/invalid ID, absent configuration, missing format/rollover; failed FTP result stays separate from valid web preview and dependency state is restored."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,121,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,122,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,123,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,124,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,125,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,126,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,127,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,133,3,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,134,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,135,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,137,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,148,2,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,153,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,156,1,2,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,160,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,166,1,2,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,180,1,0,new-subprocess,high,"IISDiscoverySafety.Tests.ps1 FtpMetadata cases: missing/invalid ID, absent configuration, missing format/rollover; failed FTP result stays separate from valid web preview and dependency state is restored."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,183,1,0,new-subprocess,high,"IISDiscoverySafety.Tests.ps1 FtpMetadata cases: missing/invalid ID, absent configuration, missing format/rollover; failed FTP result stays separate from valid web preview and dependency state is restored."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,187,1,0,existing-subprocess,medium,IISDiscoverySafety.Tests.ps1 FtpRootFailure scenarios explicitly empty SystemDrive; ordinary default FTP directory is product-lab dependent (TC-005).
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,188,1,0,existing-subprocess,medium,IISDiscoverySafety.Tests.ps1 FtpRootFailure scenarios explicitly empty SystemDrive; ordinary default FTP directory is product-lab dependent (TC-005).
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,190,1,0,existing-subprocess,medium,IISDiscoverySafety.Tests.ps1 FtpRootFailure scenarios explicitly empty SystemDrive; ordinary default FTP directory is product-lab dependent (TC-005).
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,194,1,0,new-subprocess,high,"IISDiscoverySafety.Tests.ps1 FtpMetadata cases: missing/invalid ID, absent configuration, missing format/rollover; failed FTP result stays separate from valid web preview and dependency state is restored."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,201,1,0,new-subprocess,high,"IISDiscoverySafety.Tests.ps1 FtpMetadata cases: missing/invalid ID, absent configuration, missing format/rollover; failed FTP result stays separate from valid web preview and dependency state is restored."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,213,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,214,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,215,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,216,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,217,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,218,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,219,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,220,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,221,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,222,2,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,223,3,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,224,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,226,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,227,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,231,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,232,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,233,4,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,234,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,236,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,237,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,338,2,0,existing-contract,high,"Structured partial/root failure and optional registry absence; PreviewCommandSafety.Tests.ps1, IISDiscoverySafety.Tests.ps1 and new nested preview failures preserve errors/unknown totals."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,352,1,0,existing-subprocess,high,"IISDiscoverySafety.Tests.ps1 fresh-process fixture-module success/failure, FTP discovery, metadata and dependency lifetime; isolated child runspace is outside parent coverage. New FTP metadata fixtures extend these failure contracts."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,374,1,0,existing-contract,medium,"Duplicate-root metadata reconciliation: IISDiscoverySafety.Tests.ps1 equivalent site/default/registry paths and known-format fallback; partial metadata permutations share same no-deletion boundary, product candidate completeness remains TC-005."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,377,1,0,existing-contract,medium,"Duplicate-root metadata reconciliation: IISDiscoverySafety.Tests.ps1 equivalent site/default/registry paths and known-format fallback; partial metadata permutations share same no-deletion boundary, product candidate completeness remains TC-005."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,382,1,0,existing-contract,medium,"Duplicate-root metadata reconciliation: IISDiscoverySafety.Tests.ps1 equivalent site/default/registry paths and known-format fallback; partial metadata permutations share same no-deletion boundary, product candidate completeness remains TC-005."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,383,1,0,existing-contract,medium,"Duplicate-root metadata reconciliation: IISDiscoverySafety.Tests.ps1 equivalent site/default/registry paths and known-format fallback; partial metadata permutations share same no-deletion boundary, product candidate completeness remains TC-005."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,392,1,0,existing-contract,medium,"Duplicate-root metadata reconciliation: IISDiscoverySafety.Tests.ps1 equivalent site/default/registry paths and known-format fallback; partial metadata permutations share same no-deletion boundary, product candidate completeness remains TC-005."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,395,1,0,existing-contract,medium,"Duplicate-root metadata reconciliation: IISDiscoverySafety.Tests.ps1 equivalent site/default/registry paths and known-format fallback; partial metadata permutations share same no-deletion boundary, product candidate completeness remains TC-005."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,398,1,0,existing-contract,medium,"Duplicate-root metadata reconciliation: IISDiscoverySafety.Tests.ps1 equivalent site/default/registry paths and known-format fallback; partial metadata permutations share same no-deletion boundary, product candidate completeness remains TC-005."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,399,1,0,existing-contract,medium,"Duplicate-root metadata reconciliation: IISDiscoverySafety.Tests.ps1 equivalent site/default/registry paths and known-format fallback; partial metadata permutations share same no-deletion boundary, product candidate completeness remains TC-005."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,457,1,0,defensive-only,medium,No current producer attaches IISFtpDiscoveryFailed to a queued root definition; FTP failures emit their own result before root processing. Preserve fallback; no synthetic impossible root definition.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,458,1,0,defensive-only,medium,No current producer attaches IISFtpDiscoveryFailed to a queued root definition; FTP failures emit their own result before root processing. Preserve fallback; no synthetic impossible root definition.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,459,1,0,defensive-only,medium,No current producer attaches IISFtpDiscoveryFailed to a queued root definition; FTP failures emit their own result before root processing. Preserve fallback; no synthetic impossible root definition.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,460,1,0,defensive-only,medium,No current producer attaches IISFtpDiscoveryFailed to a queued root definition; FTP failures emit their own result before root processing. Preserve fallback; no synthetic impossible root definition.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,461,1,0,defensive-only,medium,No current producer attaches IISFtpDiscoveryFailed to a queued root definition; FTP failures emit their own result before root processing. Preserve fallback; no synthetic impossible root definition.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,462,1,0,defensive-only,medium,No current producer attaches IISFtpDiscoveryFailed to a queued root definition; FTP failures emit their own result before root processing. Preserve fallback; no synthetic impossible root definition.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,463,3,0,defensive-only,medium,No current producer attaches IISFtpDiscoveryFailed to a queued root definition; FTP failures emit their own result before root processing. Preserve fallback; no synthetic impossible root definition.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,464,3,0,defensive-only,medium,No current producer attaches IISFtpDiscoveryFailed to a queued root definition; FTP failures emit their own result before root processing. Preserve fallback; no synthetic impossible root definition.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,465,1,0,defensive-only,medium,No current producer attaches IISFtpDiscoveryFailed to a queued root definition; FTP failures emit their own result before root processing. Preserve fallback; no synthetic impossible root definition.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,479,2,0,defensive-lab,medium,"File/directory substitution between probe and traversal; ordinary invalid root tested by PreviewCommandSafety.Tests.ps1, preview-only race acceptance remains TC-005."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,484,1,0,defensive-only,low,Duplicate roots normally removed by normalized dictionary; final fallback error ID guarded by collected discovery errors. Existing dedup/unavailable-product tests verify observable contract.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,494,1,2,existing-contract,high,"Structured partial/root failure and optional registry absence; PreviewCommandSafety.Tests.ps1, IISDiscoverySafety.Tests.ps1 and new nested preview failures preserve errors/unknown totals."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,538,1,0,new-regression,high,"PreviewTraversalBranches.Tests.ps1 follows nested W3SVC candidate only, excludes junction and discards partial candidates on nested enumeration error."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,554,1,0,new-regression,high,"PreviewTraversalBranches.Tests.ps1 follows nested W3SVC candidate only, excludes junction and discards partial candidates on nested enumeration error."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,555,1,0,defensive-lab,medium,"File/directory substitution between probe and traversal; ordinary invalid root tested by PreviewCommandSafety.Tests.ps1, preview-only race acceptance remains TC-005."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,556,1,0,defensive-lab,medium,"File/directory substitution between probe and traversal; ordinary invalid root tested by PreviewCommandSafety.Tests.ps1, preview-only race acceptance remains TC-005."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,562,1,0,new-regression,high,"PreviewTraversalBranches.Tests.ps1 follows nested W3SVC candidate only, excludes junction and discards partial candidates on nested enumeration error."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,570,1,0,new-regression,high,"PreviewTraversalBranches.Tests.ps1 follows nested W3SVC candidate only, excludes junction and discards partial candidates on nested enumeration error."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,571,1,0,new-regression,high,"PreviewTraversalBranches.Tests.ps1 follows nested W3SVC candidate only, excludes junction and discards partial candidates on nested enumeration error."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,592,1,2,existing-contract,high,"Structured partial/root failure and optional registry absence; PreviewCommandSafety.Tests.ps1, IISDiscoverySafety.Tests.ps1 and new nested preview failures preserve errors/unknown totals."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,611,1,0,existing-contract,high,"Structured partial/root failure and optional registry absence; PreviewCommandSafety.Tests.ps1, IISDiscoverySafety.Tests.ps1 and new nested preview failures preserve errors/unknown totals."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,615,1,0,existing-contract,high,"Structured partial/root failure and optional registry absence; PreviewCommandSafety.Tests.ps1, IISDiscoverySafety.Tests.ps1 and new nested preview failures preserve errors/unknown totals."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,616,1,0,existing-contract,high,"Structured partial/root failure and optional registry absence; PreviewCommandSafety.Tests.ps1, IISDiscoverySafety.Tests.ps1 and new nested preview failures preserve errors/unknown totals."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,632,2,0,defensive-only,low,Duplicate roots normally removed by normalized dictionary; final fallback error ID guarded by collected discovery errors. Existing dedup/unavailable-product tests verify observable contract.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,638,1,0,existing-contract,medium,Unavailable-product placeholder variants; PreviewCommandSafety.Tests.ps1 verifies structured failure with unknown counts.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,639,1,0,existing-contract,medium,Unavailable-product placeholder variants; PreviewCommandSafety.Tests.ps1 verifies structured failure with unknown counts.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-OldIISLog.ps1,641,1,0,existing-contract,medium,Unavailable-product placeholder variants; PreviewCommandSafety.Tests.ps1 verifies structured failure with unknown counts.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,56,1,0,platform-lab,medium,"Unsupported OS, unavailable special folder, root reparse/failure summary branch. Existing RuntimeSafety and CoverageEdges fixtures cover preflight rejection; broader actual-root/OS lab variants remain open."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,57,1,0,platform-lab,medium,"Unsupported OS, unavailable special folder, root reparse/failure summary branch. Existing RuntimeSafety and CoverageEdges fixtures cover preflight rejection; broader actual-root/OS lab variants remain open."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,58,1,0,platform-lab,medium,"Unsupported OS, unavailable special folder, root reparse/failure summary branch. Existing RuntimeSafety and CoverageEdges fixtures cover preflight rejection; broader actual-root/OS lab variants remain open."
